0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.45000005,-0.24999999,-0.28000003,-0.5400001,-0.4500001,-0.35000002,-0.25,-0.14999998,-0.4500001,-0.36,-0.21000001,-0.5100001,-0.32999998,-0.46000004,-0.45000005,-0.39,-0.35000002,-0.35000005,-0.35000002,-0.35000002
-0.5,-0.4,-0.4,-0.6,-0.6,-0.70000005,-0.5,-0.3,-0.6,-0.5,-0.6,-0.70000005,-0.5,-0.4,-0.4,-0.5,-0.8000001,-0.6,-0.6,-0.70000005
-0.6,-0.4,-0.4,-0.3,-0.70000005,-0.6,-0.5,-0.4,-1.0000001,-0.6,-0.5,-0.8000001,-0.6,-0.3,-0.5,-0.5,-0.8000001,-0.6,-0.70000005,-0.6
-0.48000005,-0.43999997,-0.2,-0.17999995,-0.70000017,-0.39999992,-0.37999994,-0.12,-0.59999996,-0.35999995,-0.39999992,-0.50000006,-0.42,-0.52,-0.45999995,-0.5600001,-0.5999999,-0.19999996,-0.7,-0.39999992
-0.39999995,-0.47000003,-0.34,-0.48,-0.32999992,-0.14999992,-0.6200002,-0.13999996,-0.57000023,-0.54,-0.6900001,-0.54,-0.3,-0.64000005,-0.47999993,-0.7700001,-0.5100003,-0.2599999,-0.3499999,-0.78000015
-0.6,-0.4,-0.3,-0.3,-0.5,-0.4,-0.3,-0.5,-0.6,-0.5,-0.4,-0.4,-0.4,-0.4,-0.5,-0.4,-0.42,0.19000003,-0.52,-0.4
-0.3,-0.2,-0.4,-0.3,-0.5,-0.5,-0.6,-0.5,-0.6,-0.6,-0.5,-0.5,-0.5,-0.3,-0.4,-0.4,-0.5,-0.29000002,-0.6,-0.5
-0.3,-0.3,-0.3,-0.4,-0.5,-0.6,-0.5,-0.3,-0.5,-0.2,-0.5,-0.5,-0.4,-0.3,-0.4,-0.4,-0.6,-0.35999995,-0.70000005,-0.5
-0.15999998,-0.12,-0.2,-0.4,-1.0000001,-0.9000001,-0.70000005,-0.17999995,-0.9400001,-0.70000005,-0.6,-0.74000007,-0.6,-0.5,-0.17999998,-0.6,-0.82000005,-0.16999999,-0.4399999,-0.6
-0.35999995,-0.5,-0.3,-0.6,-0.42999992,-0.57,-0.6,0.20000002,-0.69,-0.5,-0.70000005,-0.72,-0.3,-0.4,-0.079999976,-0.6,-0.51,-0.39999992,-0.24999994,-0.6
-0.6,-0.5,-0.3,-0.3,-0.5,-0.6,-0.4,-0.4,-0.70000005,-0.6,-0.6,-0.6,-0.3,-0.5,-0.4,-0.6,-0.70000005,-0.42,-0.6,-0.5
-0.5,-0.3,-0.3,-0.3,-0.70000005,-0.5,-0.4,-0.3,-0.8000001,-0.70000005,-0.5,-0.70000005,-0.5,-0.5,-0.5,-0.6,-0.6,-0.5,-0.8000001,-0.6
0.24000028,-0.81,-0.64,-1.3900003,0.41999987,-0.4699997,-0.4499997,-0.33999982,-0.4299997,-1.0300002,-0.7200005,-0.6600004,-0.61999995,-0.5299999,0.090000145,-1.2500001,0.13000043,-0.31999946,0.030000566,-0.9400002
-0.6,-0.2,-0.3,-0.2,-0.4,-0.5,-0.4,-0.3,-0.6,-0.3,-0.3,-0.4,-0.3,-0.1,-0.4,-0.2,-0.6,-0.32,-0.4,-0.4
-0.4,-0.5,-0.3,-0.5,-0.29999992,-0.72,-0.8000001,-0.3,-0.72,-0.5,-0.6,-0.8000001,-0.70000005,-0.5,-0.4,-0.4,-0.50000006,-0.70000005,-0.19999993,-0.70000005
-0.4,-0.5,-0.5,-0.5,-0.70000005,-0.70000005,-0.4,-0.4,-0.6,-0.4,-0.5,-0.5,-0.4,-0.4,-0.2,-0.4,-0.6,-0.5,-0.6,-0.4
-0.12,-0.3,-0.4,-0.5,-0.56000006,-0.4,-0.54,-0.060000002,-0.39999998,-0.8000001,-0.64000005,-0.4,-0.70000005,-0.3,-0.4,-0.6,-0.6000001,-0.19999999,-0.45999998,-0.70000005
-0.4099999,-0.53000003,-0.4,-0.5800001,-0.30999994,-0.29999992,-0.29999995,-0.18999998,-0.21999994,-0.35999998,-0.50999993,-0.28999993,-0.44000006,-0.29999992,-0.17999993,-0.55,-0.35999995,-0.3499999,-0.19999993,-0.45999995
-0.4,-0.4,-0.3,-0.70000005,-0.54999995,-0.65000004,-0.5,-0.4,-0.55,-0.5,-0.70000005,-0.6,-0.70000005,-0.3,-0.3,-0.6,-0.65,-0.6,-0.65,-0.5
-0.6,-0.4,-0.2,-0.4,-0.3,-0.6,-0.3,-0.4,-0.6,-0.5,-0.4,-0.4,-0.4,-0.3,-0.4,-0.4,-0.5,-0.29000002,-0.5,-0.4
-0.3,-0.4,-0.3,-0.5,-0.6000001,-0.58,-0.5,-0.2,-0.48,-0.4,-0.6,-0.6,-0.4,-0.3,-0.3,-0.5,-0.49999997,-0.4,-0.49999997,-0.5
-0.19999993,-0.33999997,-0.3,-0.17999995,-0.6000001,-0.39999992,-0.19999993,-0.42,-0.4999999,-0.6000001,-0.47999993,-0.4999999,-0.33999997,-0.45999995,-0.29999992,-0.45999995,-0.39999992,-0.29999992,-0.6000001,-0.39999992
-0.25,-0.3,-0.15000004,-0.8300002,-0.049999945,-0.0499999,-0.4000001,-0.15000004,0.07000006,-0.39000005,-0.6300001,-0.5700001,-0.90000015,-0.26000002,-0.31,-0.52,-0.039999954,0.18000007,-0.27999985,-0.6200001
-0.55,-0.41,-0.4,-0.74000007,-0.40999997,-0.35999992,-0.54,-0.4,-0.3,-0.6700001,-0.7600001,-0.97000015,-0.59,-0.42000002,-0.39999998,-0.54,-0.37,-0.16,-0.14999998,-0.7800001
-0.3,-0.5,-0.4,-0.4,-0.5,-0.5,-0.4,-0.3,-0.5,-0.3,-0.5,-0.4,-0.4,-0.4,-0.4,-0.4,-0.5,-0.19000003,-0.4,-0.5
-0.5,-0.5,-0.3,-0.5,-0.39999998,-0.54,-0.6,-0.2,-0.74000007,-0.5,-0.5,-0.70000005,-0.4,-0.4,-0.5,-0.5,-0.50000006,-0.6,-0.29999998,-0.6
-0.55,-0.52,-0.3,-0.52,-0.7700001,-0.29999995,-0.5299999,-0.62,-0.6,-0.77000004,-0.76,-0.8500001,-0.53999996,-0.62,-0.12999997,-0.9000001,-0.28999993,0.40000007,-0.3299999,-0.94000006
-0.15999998,-0.42,-0.2,-0.5,-0.6,-0.70000005,-0.4,0.12000003,-0.70000005,-0.5,-0.6,-0.6,-0.4,-0.5,-0.17999996,-0.5,-0.62,-0.27999994,-0.37999994,-0.6
-0.4,-0.4,-0.1,-0.5,-0.70000005,-0.70000005,-0.6,-0.4,-0.8000001,-0.5,-0.5,-0.5,-0.4,-0.4,-0.3,-0.5,-0.70000005,-0.32,-0.8000001,-0.5
-0.3,-0.3,-0.5,-0.4,-0.5,-0.6,-0.5,-0.3,-0.6,-0.5,-0.4,-0.70000005,-0.2,-0.4,-0.6,-0.5,-0.8000001,-0.32,-0.70000005,-0.4
-0.5,-0.4,-0.3,-0.3,-0.6,-0.5,-0.5,-0.4,-0.70000005,-0.4,-0.5,-0.6,-0.6,-0.4,-0.5,-0.5,-0.6,-0.5,-0.70000005,-0.6
-0.6,-0.5,-0.3,-0.5,-0.8000001,-0.5,-0.3,-0.5,-0.6,-0.5,-0.4,-0.4,-0.4,-0.4,-0.4,-0.5,-0.5,-0.5,-0.9000001,-0.4
-0.25999996,-0.42,-0.1,-0.4,-1.1000001,-0.70000005,-0.6,-0.07999996,-0.8000001,-0.5,-0.6,-0.70000005,-0.6,-0.5,-0.07999996,-0.70000005,-0.72,-0.07999996,-0.47999993,-0.8000001
-0.3,-0.5,-0.2,-0.5,-0.8000001,-0.6,-0.4,-0.2,-0.6,-0.6,-0.5,-0.6,-0.4,-0.3,-0.4,-0.5,-0.8000001,-0.5,-0.8000001,-0.5
-0.6,-0.6,-0.5,-0.6,-0.4999999,-0.6000001,-0.46,-0.6,-0.4999999,-0.62,-0.8000001,-0.72,-0.4,-0.6,-0.6,-0.4,-0.28999993,-0.36999995,-0.32999992,-0.6
-0.3,-0.5,-0.2,-0.5,-0.6,-0.5,-0.5,-0.2,-0.70000005,-0.6,-0.5,-0.6,-0.5,-0.4,-0.2,-0.70000005,-0.70000005,-0.05999998,-0.70000005,-0.5
-0.2,-0.4,-0.4,-0.5,-0.70000005,-0.7000001,-0.54,-0.3,-0.70000005,-0.58,-0.70000005,-0.68,-0.3,-0.4,-0.3,-0.6,-0.48999998,-0.24999997,-0.73000014,-0.6
-0.98000133,0.10000056,-1.1300001,-0.20999855,0.7899978,0.30000338,-0.08999662,-0.7400003,0.2900038,0.030002337,-0.0799985,0.20000151,0.09999939,-0.84000015,-0.94000095,0.22000149,0.59000266,-1.8800024,0.49000293,0.69000137
-0.019999847,-0.6600001,-0.17999995,-0.05999989,-0.5200001,4.4703484e-08,-0.25999987,0.30000007,-0.19999981,-0.39999992,-0.07999987,-0.17999986,-0.079999976,-0.1399999,0.30000007,-0.56,-0.54,0.14000008,-0.2599998,-0.19999984
-0.4,-0.4,-0.3,-0.4,-0.5,-0.5,-0.4,-0.3,-0.5,-0.4,-0.6,-0.6,-0.4,-0.3,-0.4,-0.6,-0.6,-0.29000002,-0.6,-0.4
-0.3,-0.2,-0.6,-0.4,-0.5,-0.6,-0.6,-0.3,-0.53000003,-0.4,-0.4,-0.43,-0.5,-0.3,-0.5,-0.3,-0.6,-0.45000002,-0.12000003,-0.5
-0.5,-0.4,-0.2,-0.3,-0.6,-0.4,-0.4,-0.3,-0.70000005,-0.6,-0.4,-0.5,-0.3,-0.4,-0.3,-0.5,-0.4,-0.2,-0.6,-0.4
-0.5,-0.6,-0.3,-0.6,-0.70000005,-0.70000005,-0.5,-0.2,-0.8000001,-0.6,-0.6,-0.6,-0.6,-0.4,-0.5,-0.6,-0.6,-0.49,-0.6,-0.6
-0.37999994,-0.31999996,-0.22999999,-0.35999995,-0.29999992,-0.59000003,-0.71000004,-0.22999999,-0.5499999,-0.7,-0.48999992,-0.4199999,-0.56999993,-0.14999999,5.9604645e-08,-0.65,-0.49999988,-0.24999991,-0.24999994,-0.5299999
-0.45999986,-0.65,-0.41999996,-0.5899999,-0.59999955,0.050000273,-0.48999977,0.13000008,-0.32999966,-0.5300003,-0.87000024,-0.16999981,-0.74,-0.47999996,-0.61999995,-0.6400003,-0.07999964,0.3999998,3.1292439e-07,-0.7000003
-0.42999992,-0.53999996,-0.35,-0.38,-0.39999992,-0.19999999,-0.32999992,-0.8000001,-0.4999999,-0.43999994,-0.39999995,-0.4899999,-0.37999997,-0.58,-0.59999996,-0.9000001,-0.4099999,-0.32999995,-0.6699999,-0.55
-0.39999992,-0.54,-0.32,-0.64,-0.45,-0.24999997,-0.28999993,-0.42,-0.45,-0.60999995,-0.86,-0.63,-0.64,-0.82000005,-0.09999997,-1.0200001,-0.19999999,-0.039999977,-0.29999995,-0.67999995
-0.2,-0.2,-0.4,-0.5,-0.4,-0.6,-0.5,-0.2,-0.4,-0.4,-0.70000005,-0.6,-0.5,-0.2,-0.5,-0.4,-0.70000005,-0.5,-0.9000001,-0.5
-0.6,-0.5,-0.1,-0.4,-0.8000001,-0.5,-0.5,-0.5,-0.70000005,-0.4,-0.3,-0.4,-0.5,-0.2,-0.3,-0.5,-0.6,-0.5,-0.8000001,-0.4
-0.15999982,-0.37999994,-0.5,-0.5999999,0.020000093,-0.49999985,-0.37999985,0.16000003,-0.2599998,-0.4199999,-0.56,-0.6,-0.55999994,-0.45999995,0.12000011,-0.5799999,-0.2799998,-0.35999984,0.1400001,-0.39999983
-0.4,-0.3,-0.4,-0.4,-0.5,-0.70000005,-0.4,-0.2,-0.6,-0.6,-0.4,-0.6,-0.4,-0.2,-0.4,-0.2,-0.6,-0.6,-0.6,-0.5
-0.4,-0.4,-0.5,-0.6,-0.15000004,-0.63000005,-0.6,-0.4,-0.43,-0.3,-0.5,-0.6,-0.6,-0.4,-0.3,-0.4,-0.35000005,-0.70000005,-0.25000003,-0.5
-0.6,-0.6,-0.1,-0.4,-0.70000005,-0.4,-0.5,-0.5,-0.6,-0.5,-0.3,-0.4,-0.4,-0.5,-0.3,-0.4,-0.5,-0.6,-0.70000005,-0.4
-0.47000006,-0.14999999,-0.4,-0.6000001,-0.36000004,-0.40000007,-0.49000007,-0.3,-0.5000001,-0.38000005,-0.3600001,-0.7800001,-0.7100001,-0.22,-0.70000005,-0.7500001,-0.28,-0.019999959,-0.3,-0.6600001
-0.15999997,-0.42,-0.2,-0.4,-0.70000005,-0.5,-0.6,-0.17999995,-0.70000005,-0.70000005,-0.5,-0.6,-0.6,-0.4,0.020000026,-0.5,-0.52,-0.27999994,-0.47999993,-0.6
-0.17999995,-0.42,-0.6,-0.6,0.020000085,-0.39999992,-0.6,-0.09999994,-0.29999992,-0.70000005,-0.6,-0.64,-0.6,-0.4,-0.19999993,-0.70000005,-0.27999988,-0.49999997,-0.27999988,-0.6
-0.19999993,-0.22,-0.12,-0.19999993,-0.8000001,-0.8000001,-0.62,-0.35999995,-0.2999999,-0.58,-0.09999994,-0.13999996,-0.72,-0.45999998,-0.29999992,-0.38,-0.8000001,-0.11999992,-0.1599999,-0.37999994
-0.5500001,-0.32000005,0.15,-0.15,-0.29999995,-0.29999995,-0.29999998,0.050000004,-0.39999998,-0.43999997,-0.35,-0.39999998,-0.39,-0.25,-0.45000005,-0.42,-0.39999998,-0.4,-0.29999995,-0.5500001
-0.4,-0.4,-0.5,-0.4,-0.70000005,-0.70000005,-0.4,-0.3,-0.6,-0.4,-0.5,-0.5,-0.4,-0.3,-0.4,-0.5,-0.70000005,-0.8000001,-0.5,-0.4
-0.2,-0.4,-0.4,-0.3,-0.5,-0.6,-0.6,-0.3,-0.6,-0.5,-0.5,-0.4,-0.6,-0.3,-0.2,-0.5,-0.6,-0.4,-0.70000005,-0.5
-0.6,-0.4,-0.3,-0.6,-0.5,-0.70000005,-0.70000005,-0.4,-0.70000005,-0.5,-0.6,-0.6,-0.5,-0.3,-0.3,-0.5,-0.6,-0.35999995,-0.70000005,-0.6
-0.4,-0.5,-0.4,-0.5,-0.5,-0.5,-0.4,-0.4,-0.6,-0.4,-0.5,-0.6,-0.4,-0.5,-0.3,-0.5,-0.5,-0.4,-0.6,-0.4
-0.42,-0.44,-0.3,-0.70000005,-0.8000001,-1.0000001,-0.8000001,-0.060000002,-0.9000001,-0.70000005,-0.70000005,-0.70000005,-0.5,-0.5,-0.35999998,-0.3,-0.8400001,-0.45999998,-0.6600001,-0.70000005
-0.3,-0.4,-0.3,-0.4,-0.70000005,-0.6,-0.6,-0.3,-0.4,-0.6,-0.6,-0.5,-0.5,-0.2,-0.5,-0.4,-0.70000005,-0.5,-0.6,-0.6
-0.36,-0.22,-0.3,-0.6,-0.6,-0.70000005,-0.5,0.020000026,-0.70000005,-0.5,-0.5,-0.5,-0.3,-0.6,-0.07999996,-0.4,-0.52,-0.37999994,-0.38,-0.4
-0.6,-0.5,-0.4,-0.6,-0.8000001,-0.6,-0.6,-0.4,-0.9000001,-0.70000005,-0.70000005,-0.70000005,-0.5,-0.5,-0.6,-0.70000005,-0.8000001,-0.70000005,-0.9000001,-0.6
-0.3,-0.4,-0.4,-0.70000005,-0.6500001,-0.69000006,-0.70000005,-0.3,-0.69000006,-0.5,-0.6,-0.70000005,-0.6,-0.4,-0.5,-0.4,-0.85000014,-0.4,-0.5500001,-0.8000001
-0.5,-0.5,-0.2,-0.4,-0.4,-0.4,-0.6,-0.3,-0.6,-0.4,-0.6,-0.6,-0.4,-0.3,-0.4,-0.5,-0.70000005,-0.32,-0.8000001,-0.6
-0.020000026,-0.43,-0.2,-0.6,-0.6500001,-0.45000005,-0.6,0.049999975,-0.45000005,-0.6,-0.6,-0.46,-0.6,-0.4,0.15,-0.6,-0.7500001,-0.049999997,-0.6500001,-0.70000005
-0.39999995,-0.26,-0.24000002,-0.56,-0.6,-0.6000001,-0.64000005,-0.3,-0.49999997,-0.68,-0.44,-0.6000001,-0.68,-0.56,-0.39999995,-0.58,-0.6,-0.6,-0.6,-0.56
-0.5,-0.2,-0.4,-0.3,-0.5,-0.6,-0.6,-0.3,-0.6,-0.5,-0.6,-0.6,-0.5,-0.3,-0.4,-0.4,-0.5,-0.19,-0.8000001,-0.5
-0.5,-0.5,-0.3,-0.3,-0.70000005,-0.4,-0.5,-0.3,-0.8000001,-0.3,-0.6,-0.70000005,-0.3,-0.4,-0.6,-0.5,-0.70000005,-0.25999996,-0.8000001,-0.70000005
-0.3,-0.70000005,-0.3,-0.3,-0.6500001,-0.47,-0.5,-0.5,-0.67,-0.5,-0.4,-0.3,-0.3,-0.6,-0.2,-0.70000005,-0.45,-0.4,-0.7500001,-0.4
